ID,job,marital,education,default,housing,loan,contact,month,poutcome,label
CLIENT857,blue-collar,married,secondary,no,no,no,cellular,may,failure,no
CLIENT858,technician,single,tertiary,no,yes,yes,cellular,oct,failure,no
CLIENT859,entrepreneur,divorced,tertiary,no,yes,yes,cellular,apr,unknown,no
CLIENT860,blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
CLIENT861,management,married,tertiary,no,no,no,cellular,jan,unknown,no
CLIENT862,admin.,single,secondary,no,yes,no,unknown,may,unknown,yes
CLIENT863,self-employed,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT864,management,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT865,blue-collar,single,secondary,no,no,yes,unknown,jul,unknown,no
CLIENT866,retired,married,secondary,no,no,no,unknown,jun,unknown,no
CLIENT867,blue-collar,divorced,primary,no,yes,no,cellular,jul,unknown,no
CLIENT868,technician,married,secondary,no,yes,no,cellular,aug,unknown,no
CLIENT869,technician,married,secondary,no,yes,yes,cellular,may,failure,no
CLIENT870,technician,married,secondary,no,no,yes,unknown,may,unknown,no
CLIENT871,housemaid,single,primary,no,no,no,cellular,apr,unknown,yes
CLIENT872,technician,single,secondary,no,yes,no,cellular,may,unknown,no
CLIENT873,technician,single,tertiary,no,no,no,telephone,jul,unknown,no
CLIENT874,management,single,tertiary,no,yes,no,cellular,may,other,no
CLIENT875,admin.,married,secondary,no,no,no,cellular,may,unknown,no
CLIENT876,entrepreneur,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT877,management,single,tertiary,no,no,no,cellular,nov,unknown,no
CLIENT878,self-employed,single,secondary,no,no,yes,cellular,nov,unknown,no
CLIENT879,technician,single,tertiary,no,yes,yes,unknown,may,unknown,no
CLIENT880,admin.,single,secondary,no,no,no,cellular,apr,success,yes
CLIENT881,technician,single,secondary,no,yes,no,telephone,apr,failure,no
CLIENT882,housemaid,divorced,primary,no,yes,no,cellular,jul,unknown,no
CLIENT883,entrepreneur,married,primary,no,yes,no,telephone,may,failure,no
CLIENT884,management,married,primary,no,no,no,cellular,mar,unknown,no
CLIENT885,technician,married,secondary,no,no,yes,cellular,jul,unknown,no
CLIENT886,technician,married,primary,no,yes,no,unknown,may,unknown,yes
CLIENT887,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT888,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT889,management,married,tertiary,no,yes,yes,cellular,nov,unknown,no
CLIENT890,blue-collar,married,primary,no,no,yes,telephone,jul,unknown,no
CLIENT891,management,single,tertiary,no,no,yes,cellular,jan,failure,no
CLIENT892,student,single,tertiary,no,no,no,cellular,nov,failure,yes
CLIENT893,management,single,secondary,no,yes,no,cellular,jan,failure,no
CLIENT894,technician,married,tertiary,no,yes,no,cellular,nov,unknown,no
CLIENT895,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
CLIENT896,technician,single,secondary,yes,no,no,cellular,feb,unknown,no
CLIENT897,blue-collar,married,secondary,no,yes,yes,cellular,nov,unknown,no
CLIENT898,blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
CLIENT899,blue-collar,divorced,unknown,no,yes,no,unknown,may,unknown,no
CLIENT900,technician,single,secondary,no,no,no,cellular,aug,unknown,no
CLIENT901,technician,single,tertiary,no,yes,no,cellular,may,failure,no
CLIENT902,technician,single,secondary,no,no,yes,cellular,jul,unknown,no
CLIENT903,admin.,married,tertiary,no,yes,no,cellular,oct,failure,no
CLIENT904,management,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT905,services,single,secondary,no,no,no,cellular,jul,unknown,yes
CLIENT906,blue-collar,married,primary,no,yes,no,cellular,apr,other,no
CLIENT907,management,married,tertiary,no,no,no,unknown,jun,unknown,no
CLIENT908,services,single,secondary,no,no,no,cellular,feb,unknown,no
CLIENT909,entrepreneur,married,secondary,no,yes,yes,unknown,may,unknown,no
CLIENT910,blue-collar,married,secondary,no,no,yes,unknown,jun,unknown,no
CLIENT911,retired,married,primary,no,no,no,unknown,jun,unknown,no
CLIENT912,technician,single,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT913,management,married,tertiary,no,no,no,cellular,jan,failure,no
CLIENT914,technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
CLIENT915,management,married,secondary,no,yes,no,cellular,apr,unknown,no
CLIENT916,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,no
CLIENT917,self-employed,single,secondary,no,no,no,cellular,jul,unknown,no
CLIENT918,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT919,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT920,technician,single,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT921,management,married,tertiary,no,yes,no,cellular,apr,unknown,no
CLIENT922,blue-collar,married,secondary,no,no,no,cellular,oct,unknown,no
CLIENT923,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT924,housemaid,married,primary,no,no,no,cellular,aug,unknown,no
CLIENT925,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT926,admin.,married,primary,no,yes,no,cellular,apr,failure,no
CLIENT927,technician,divorced,secondary,no,yes,no,unknown,may,unknown,no
CLIENT928,retired,divorced,tertiary,no,yes,yes,unknown,may,unknown,no
CLIENT929,admin.,divorced,secondary,no,yes,no,unknown,may,unknown,no
CLIENT930,blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
CLIENT931,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT932,management,divorced,tertiary,no,no,yes,cellular,aug,unknown,no
CLIENT933,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
CLIENT934,management,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT935,blue-collar,married,primary,no,no,no,cellular,apr,unknown,no
CLIENT936,entrepreneur,divorced,tertiary,no,no,yes,cellular,feb,unknown,no
CLIENT937,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT938,technician,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT939,management,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT940,blue-collar,divorced,unknown,no,no,no,cellular,jun,unknown,yes
CLIENT941,management,married,tertiary,no,yes,no,cellular,aug,success,yes
CLIENT942,management,married,tertiary,no,yes,no,cellular,may,failure,no
CLIENT943,technician,married,secondary,no,no,no,unknown,jun,unknown,no
CLIENT944,blue-collar,married,secondary,no,no,no,cellular,jun,unknown,yes
CLIENT945,technician,married,secondary,no,no,no,cellular,feb,unknown,yes
CLIENT946,management,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT947,services,single,secondary,no,yes,no,unknown,may,unknown,no
CLIENT948,blue-collar,single,unknown,no,yes,no,cellular,may,unknown,no
CLIENT949,management,divorced,secondary,no,no,no,cellular,aug,unknown,no
CLIENT950,technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
CLIENT951,management,married,tertiary,no,no,yes,cellular,jul,unknown,no
CLIENT952,admin.,married,secondary,no,no,no,telephone,jan,unknown,no
CLIENT953,management,single,tertiary,no,no,no,cellular,feb,unknown,no
CLIENT954,retired,divorced,unknown,no,yes,no,cellular,jul,unknown,no
CLIENT955,management,single,tertiary,no,yes,no,cellular,aug,unknown,no
CLIENT956,unemployed,single,secondary,no,no,no,cellular,aug,other,no
CLIENT957,management,divorced,unknown,no,yes,no,unknown,may,unknown,no
CLIENT958,technician,single,secondary,no,no,no,unknown,jul,unknown,no
CLIENT959,technician,single,tertiary,no,yes,no,cellular,apr,unknown,no
CLIENT960,technician,married,secondary,no,yes,yes,cellular,feb,failure,no
CLIENT961,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
CLIENT962,admin.,married,secondary,no,no,yes,cellular,aug,unknown,no
CLIENT963,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,no
CLIENT964,management,divorced,primary,no,no,no,cellular,nov,unknown,no
CLIENT965,management,single,tertiary,no,no,no,cellular,jun,unknown,yes
CLIENT966,self-employed,married,secondary,no,no,no,unknown,jun,unknown,no
CLIENT967,blue-collar,married,secondary,no,yes,yes,cellular,jan,failure,no
CLIENT968,management,single,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT969,blue-collar,married,primary,no,no,no,telephone,apr,unknown,no
CLIENT970,self-employed,married,primary,no,yes,no,cellular,aug,failure,yes
CLIENT971,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT972,services,single,secondary,no,yes,no,unknown,may,unknown,no
CLIENT973,technician,single,secondary,no,yes,no,cellular,may,failure,no
CLIENT974,blue-collar,married,primary,no,yes,no,cellular,may,unknown,no
CLIENT975,blue-collar,single,secondary,no,no,no,cellular,mar,unknown,yes
CLIENT976,services,divorced,secondary,no,no,no,unknown,jun,unknown,no
CLIENT977,self-employed,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT978,entrepreneur,divorced,tertiary,no,no,no,cellular,nov,unknown,no
CLIENT979,blue-collar,divorced,primary,no,no,no,unknown,jun,unknown,no
CLIENT980,management,divorced,tertiary,no,yes,no,unknown,may,unknown,yes
CLIENT981,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
CLIENT982,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT983,technician,divorced,secondary,no,no,no,cellular,jul,unknown,no
CLIENT984,self-employed,married,tertiary,no,no,no,cellular,feb,success,yes
CLIENT985,blue-collar,divorced,secondary,no,no,yes,telephone,jul,unknown,no
CLIENT986,management,divorced,tertiary,no,yes,no,unknown,jun,unknown,no
CLIENT987,blue-collar,single,secondary,no,no,yes,cellular,may,unknown,no
CLIENT988,management,single,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT989,retired,divorced,primary,no,no,no,cellular,jul,unknown,no
CLIENT990,management,married,tertiary,no,yes,no,cellular,apr,unknown,no
CLIENT991,admin.,married,tertiary,no,yes,no,cellular,apr,unknown,yes
CLIENT992,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT993,admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
CLIENT994,housemaid,married,primary,no,no,no,cellular,aug,unknown,no
CLIENT995,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
CLIENT996,management,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT997,management,single,tertiary,no,yes,yes,cellular,nov,failure,no
CLIENT998,services,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT999,student,single,secondary,no,no,no,telephone,may,failure,no
CLIENT1000,technician,married,secondary,no,yes,yes,cellular,apr,unknown,no
CLIENT1001,technician,single,tertiary,no,yes,no,cellular,aug,unknown,no
CLIENT1002,admin.,single,secondary,no,yes,no,unknown,may,unknown,no
CLIENT1003,entrepreneur,married,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT1004,blue-collar,married,secondary,no,yes,yes,cellular,apr,unknown,no
CLIENT1005,management,married,tertiary,no,yes,no,cellular,jun,unknown,no
CLIENT1006,management,married,tertiary,no,yes,no,cellular,nov,unknown,no
CLIENT1007,technician,single,secondary,no,yes,no,unknown,may,unknown,yes
CLIENT1008,management,married,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT1009,management,married,tertiary,no,no,no,unknown,jun,unknown,no
CLIENT1010,student,single,secondary,no,no,no,cellular,aug,unknown,no
CLIENT1011,entrepreneur,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT1012,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT1013,management,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT1014,admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT1015,retired,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT1016,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT1017,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,yes
CLIENT1018,retired,married,secondary,no,no,no,unknown,jun,unknown,no
CLIENT1019,retired,married,secondary,no,yes,no,cellular,apr,unknown,yes
CLIENT1020,technician,married,secondary,no,yes,no,cellular,aug,failure,yes
CLIENT1021,admin.,married,secondary,no,yes,yes,unknown,oct,unknown,yes
CLIENT1022,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT1023,admin.,married,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT1024,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
CLIENT1025,retired,married,secondary,no,no,no,telephone,jul,unknown,yes
CLIENT1026,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT1027,housemaid,single,secondary,no,no,no,cellular,jul,unknown,no
CLIENT1028,admin.,married,secondary,no,yes,yes,unknown,may,unknown,no
CLIENT1029,technician,married,secondary,no,yes,no,cellular,aug,unknown,no
CLIENT1030,management,married,tertiary,no,yes,no,cellular,jan,other,no
CLIENT1031,retired,single,primary,no,no,no,unknown,jun,unknown,no
CLIENT1032,management,single,primary,no,no,no,unknown,jun,unknown,no
CLIENT1033,technician,single,secondary,no,yes,no,cellular,may,unknown,no
CLIENT1034,admin.,married,unknown,no,no,no,cellular,nov,unknown,no
CLIENT1035,admin.,married,secondary,no,yes,no,cellular,may,unknown,no
CLIENT1036,technician,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT1037,management,married,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT1038,management,married,tertiary,no,yes,yes,unknown,may,unknown,no
CLIENT1039,management,single,secondary,no,no,no,cellular,aug,unknown,no
CLIENT1040,blue-collar,divorced,secondary,no,yes,no,cellular,apr,failure,yes
CLIENT1041,admin.,divorced,secondary,no,yes,yes,telephone,jul,unknown,no
CLIENT1042,admin.,single,secondary,no,yes,no,cellular,aug,other,no
CLIENT1043,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
CLIENT1044,unemployed,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT1045,management,married,tertiary,no,no,no,cellular,jul,unknown,no
CLIENT1046,retired,married,primary,no,yes,no,cellular,jan,unknown,no
CLIENT1047,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
CLIENT1048,services,married,secondary,no,no,no,cellular,dec,success,yes
CLIENT1049,services,married,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT1050,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,no
CLIENT1051,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT1052,admin.,married,secondary,no,yes,no,cellular,may,unknown,no
CLIENT1053,blue-collar,divorced,secondary,yes,yes,no,cellular,jul,unknown,no
CLIENT1054,services,divorced,secondary,no,yes,no,cellular,may,unknown,no
CLIENT1055,management,single,tertiary,no,no,no,cellular,nov,unknown,no
CLIENT1056,entrepreneur,married,secondary,no,no,no,telephone,aug,success,yes
CLIENT1057,management,single,tertiary,no,yes,no,cellular,apr,unknown,no
CLIENT1058,management,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT1059,retired,married,primary,no,no,no,telephone,jul,unknown,no
CLIENT1060,management,married,tertiary,no,no,no,cellular,aug,success,yes
CLIENT1061,services,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT1062,technician,married,secondary,no,yes,yes,unknown,may,unknown,no
CLIENT1063,blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT1064,services,divorced,secondary,no,yes,no,unknown,may,unknown,no
CLIENT1065,unemployed,married,tertiary,no,yes,no,cellular,nov,unknown,no
CLIENT1066,technician,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT1067,management,married,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT1068,admin.,single,secondary,no,yes,yes,unknown,may,unknown,no
CLIENT1069,technician,single,unknown,no,yes,yes,cellular,nov,failure,no
CLIENT1070,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,yes
CLIENT1071,blue-collar,married,secondary,no,yes,no,cellular,may,other,no
CLIENT1072,housemaid,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT1073,management,single,tertiary,no,yes,no,cellular,apr,failure,no
CLIENT1074,technician,divorced,tertiary,no,yes,yes,unknown,jun,unknown,no
CLIENT1075,unemployed,married,tertiary,no,yes,yes,unknown,may,unknown,no
CLIENT1076,unknown,married,secondary,no,no,no,cellular,nov,other,yes
CLIENT1077,admin.,married,tertiary,no,no,no,cellular,mar,failure,yes
CLIENT1078,technician,single,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT1079,admin.,divorced,secondary,no,no,yes,cellular,nov,unknown,no
CLIENT1080,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT1081,admin.,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT1082,housemaid,married,primary,no,no,no,cellular,aug,unknown,no
CLIENT1083,housemaid,married,primary,no,no,no,cellular,jul,success,no
CLIENT1084,services,divorced,secondary,no,yes,no,unknown,may,unknown,no
CLIENT1085,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,yes
CLIENT1086,self-employed,married,secondary,no,no,yes,cellular,aug,unknown,no
CLIENT1087,self-employed,married,tertiary,no,no,no,cellular,jul,unknown,no
CLIENT1088,management,single,tertiary,no,no,no,cellular,oct,unknown,no
CLIENT1089,services,married,primary,no,no,yes,cellular,jul,unknown,no
CLIENT1090,blue-collar,single,primary,no,yes,no,unknown,may,unknown,no
CLIENT1091,blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
CLIENT1092,technician,married,secondary,no,yes,no,cellular,aug,unknown,no
CLIENT1093,management,single,tertiary,no,yes,no,cellular,aug,unknown,no
CLIENT1094,technician,single,tertiary,no,no,no,cellular,apr,unknown,no
CLIENT1095,technician,married,secondary,no,no,no,unknown,jun,unknown,no
CLIENT1096,technician,married,tertiary,no,yes,no,cellular,may,other,no
CLIENT1097,management,divorced,tertiary,no,no,no,cellular,nov,failure,no
CLIENT1098,technician,single,secondary,no,no,no,cellular,aug,unknown,no
CLIENT1099,housemaid,married,primary,no,yes,no,unknown,jun,unknown,no
CLIENT1100,management,married,tertiary,no,no,no,cellular,feb,failure,no
CLIENT1101,management,married,tertiary,no,yes,no,cellular,may,unknown,no
CLIENT1102,management,married,tertiary,no,yes,no,cellular,feb,unknown,no
CLIENT1103,blue-collar,married,unknown,no,no,no,telephone,jul,unknown,no
CLIENT1104,blue-collar,single,primary,no,yes,no,cellular,may,failure,no
CLIENT1105,management,married,tertiary,no,no,no,cellular,nov,unknown,no
CLIENT1106,blue-collar,married,secondary,no,no,yes,unknown,oct,failure,no
CLIENT1107,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT1108,management,single,tertiary,no,no,no,cellular,nov,other,no
CLIENT1109,technician,married,secondary,no,no,no,cellular,apr,failure,yes
CLIENT1110,blue-collar,divorced,primary,no,no,yes,cellular,jul,unknown,no
CLIENT1111,technician,married,secondary,no,no,no,cellular,oct,other,yes
CLIENT1112,technician,married,secondary,no,yes,no,cellular,sep,failure,no
CLIENT1113,technician,single,secondary,no,no,no,cellular,oct,unknown,no
CLIENT1114,technician,divorced,secondary,no,no,yes,cellular,aug,unknown,no
CLIENT1115,admin.,married,secondary,no,yes,no,cellular,apr,unknown,no
CLIENT1116,management,married,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT1117,technician,single,tertiary,no,yes,no,cellular,may,failure,no
CLIENT1118,retired,married,secondary,no,no,no,unknown,jun,unknown,no
CLIENT1119,management,single,tertiary,no,yes,no,telephone,may,unknown,no
CLIENT1120,entrepreneur,married,secondary,no,no,yes,cellular,jul,unknown,no
CLIENT1121,entrepreneur,married,tertiary,no,no,no,unknown,jun,unknown,no
CLIENT1122,technician,married,tertiary,no,no,no,cellular,may,failure,no
CLIENT1123,technician,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT1124,technician,married,unknown,no,no,no,cellular,oct,success,yes
CLIENT1125,blue-collar,divorced,secondary,no,yes,no,unknown,jun,unknown,no
CLIENT1126,retired,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT1127,management,single,unknown,no,no,no,cellular,jan,unknown,no
CLIENT1128,technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
CLIENT1129,management,single,tertiary,no,yes,no,cellular,may,failure,no
CLIENT1130,management,married,tertiary,no,no,no,cellular,feb,unknown,no
CLIENT1131,admin.,single,secondary,no,yes,no,cellular,nov,unknown,no
CLIENT1132,management,divorced,tertiary,no,yes,yes,cellular,jul,unknown,no
CLIENT1133,services,single,secondary,no,yes,yes,cellular,jul,unknown,no
CLIENT1134,blue-collar,married,primary,no,no,no,cellular,jul,unknown,no
CLIENT1135,retired,married,tertiary,no,yes,yes,unknown,may,unknown,yes
CLIENT1136,services,single,secondary,no,yes,no,cellular,nov,other,no
CLIENT1137,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT1138,technician,divorced,secondary,no,no,no,cellular,aug,unknown,no
CLIENT1139,entrepreneur,divorced,primary,no,yes,no,unknown,may,unknown,no
CLIENT1140,management,single,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT1141,technician,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT1142,management,divorced,tertiary,no,no,no,cellular,jun,unknown,yes
CLIENT1143,housemaid,married,primary,no,yes,yes,cellular,aug,unknown,no
CLIENT1144,management,married,tertiary,no,yes,no,cellular,jan,unknown,no
CLIENT1145,self-employed,married,primary,no,yes,no,telephone,jul,unknown,no
CLIENT1146,management,married,tertiary,no,no,no,cellular,aug,unknown,no
CLIENT1147,blue-collar,married,secondary,no,yes,yes,cellular,may,unknown,no
CLIENT1148,management,single,tertiary,no,no,no,cellular,jun,unknown,no
CLIENT1149,retired,married,secondary,no,no,no,unknown,jun,unknown,no
CLIENT1150,technician,divorced,secondary,no,yes,no,cellular,nov,unknown,no
CLIENT1151,admin.,married,secondary,no,no,no,cellular,nov,unknown,yes
CLIENT1152,admin.,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT1153,management,divorced,tertiary,no,yes,no,telephone,aug,unknown,no
CLIENT1154,admin.,married,secondary,no,no,yes,cellular,may,failure,no
CLIENT1155,technician,single,tertiary,no,no,no,cellular,jul,unknown,no
CLIENT1156,blue-collar,married,secondary,no,yes,yes,unknown,jun,unknown,no
CLIENT1157,blue-collar,married,unknown,no,no,no,cellular,aug,unknown,no
CLIENT1158,management,single,tertiary,no,no,no,cellular,oct,unknown,no
CLIENT1159,management,single,tertiary,no,yes,no,cellular,may,failure,no
CLIENT1160,blue-collar,divorced,secondary,no,no,no,unknown,jun,unknown,no
CLIENT1161,unemployed,single,tertiary,no,no,no,cellular,feb,unknown,no
CLIENT1162,services,married,secondary,no,yes,yes,unknown,may,unknown,no
CLIENT1163,unemployed,married,secondary,no,yes,no,cellular,may,other,no
CLIENT1164,self-employed,single,tertiary,no,no,no,cellular,jun,unknown,no
CLIENT1165,blue-collar,married,secondary,no,yes,yes,cellular,nov,unknown,no
CLIENT1166,technician,single,tertiary,no,no,no,cellular,apr,success,yes
CLIENT1167,blue-collar,married,secondary,no,yes,no,unknown,sep,success,no
CLIENT1168,management,married,tertiary,no,yes,no,unknown,may,unknown,yes
CLIENT1169,admin.,married,secondary,no,no,no,cellular,may,unknown,no
CLIENT1170,management,married,tertiary,no,no,no,unknown,jun,unknown,no
CLIENT1171,admin.,single,secondary,no,no,no,cellular,apr,unknown,no
CLIENT1172,blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
CLIENT1173,technician,single,secondary,no,yes,no,cellular,apr,success,no
CLIENT1174,management,married,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT1175,housemaid,married,primary,no,no,no,unknown,jun,unknown,no
CLIENT1176,management,married,tertiary,no,yes,no,cellular,may,failure,no
CLIENT1177,self-employed,single,tertiary,no,no,no,cellular,jan,unknown,yes
CLIENT1178,blue-collar,divorced,secondary,no,yes,no,cellular,jul,unknown,no
CLIENT1179,management,married,tertiary,no,no,no,cellular,apr,unknown,yes
CLIENT1180,technician,married,tertiary,no,yes,no,cellular,may,unknown,yes
CLIENT1181,services,married,secondary,no,no,no,cellular,may,success,yes
CLIENT1182,management,married,tertiary,no,yes,no,unknown,may,unknown,no
CLIENT1183,self-employed,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT1184,technician,married,secondary,no,no,no,cellular,aug,unknown,no
CLIENT1185,admin.,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT1186,technician,married,tertiary,no,no,no,cellular,oct,success,no
CLIENT1187,technician,married,secondary,no,yes,no,cellular,may,unknown,no
CLIENT1188,blue-collar,married,primary,no,no,no,unknown,jun,unknown,no
CLIENT1189,technician,single,secondary,no,no,no,cellular,jul,unknown,no
CLIENT1190,retired,divorced,tertiary,no,no,no,unknown,may,unknown,yes
CLIENT1191,blue-collar,married,secondary,no,yes,no,cellular,jan,unknown,no
CLIENT1192,entrepreneur,single,secondary,no,no,yes,cellular,jul,unknown,no
CLIENT1193,blue-collar,single,secondary,no,yes,no,cellular,apr,failure,no
CLIENT1194,management,married,secondary,no,yes,no,cellular,may,failure,no
CLIENT1195,self-employed,married,tertiary,no,no,no,cellular,jun,failure,no
CLIENT1196,blue-collar,married,primary,no,no,no,telephone,oct,unknown,no
CLIENT1197,management,married,tertiary,no,no,no,telephone,apr,unknown,no
CLIENT1198,technician,divorced,secondary,no,no,no,cellular,jul,unknown,no
CLIENT1199,management,single,tertiary,no,yes,no,cellular,may,unknown,no
CLIENT1200,self-employed,married,secondary,no,yes,no,unknown,may,unknown,no
CLIENT1201,technician,married,secondary,no,no,no,cellular,apr,unknown,no
CLIENT1202,services,divorced,secondary,no,yes,no,cellular,may,unknown,no
CLIENT1203,retired,married,primary,no,yes,no,unknown,jun,unknown,no
CLIENT1204,entrepreneur,married,tertiary,no,yes,yes,cellular,aug,unknown,no
CLIENT1205,blue-collar,married,unknown,no,no,no,cellular,feb,failure,no
CLIENT1206,management,married,tertiary,no,no,no,cellular,feb,unknown,yes
CLIENT1207,entrepreneur,married,primary,no,yes,no,unknown,may,unknown,no
CLIENT1208,management,married,tertiary,no,no,yes,cellular,jul,unknown,no
CLIENT1209,retired,single,secondary,no,no,yes,cellular,feb,failure,no
CLIENT1210,admin.,divorced,secondary,no,yes,no,cellular,may,failure,no
CLIENT1211,admin.,single,secondary,no,no,no,cellular,may,unknown,no
CLIENT1212,management,single,tertiary,no,no,no,cellular,aug,failure,yes
CLIENT1213,self-employed,married,secondary,no,yes,no,cellular,may,unknown,no
CLIENT1214,services,married,secondary,no,no,no,unknown,jun,unknown,no
CLIENT1215,technician,single,secondary,no,no,no,cellular,apr,unknown,no
CLIENT1216,management,single,tertiary,no,no,no,cellular,may,success,no
CLIENT1217,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,no
CLIENT1218,unknown,married,unknown,no,no,no,unknown,jun,unknown,no
CLIENT1219,blue-collar,married,primary,no,no,no,telephone,jul,unknown,no
CLIENT1220,admin.,married,tertiary,no,no,no,cellular,jul,unknown,no
CLIENT1221,self-employed,married,secondary,no,yes,no,cellular,apr,unknown,no
CLIENT1222,admin.,single,secondary,no,no,yes,cellular,jul,unknown,no
CLIENT1223,management,divorced,tertiary,no,yes,yes,unknown,nov,other,no
CLIENT1224,services,single,secondary,no,yes,no,unknown,jun,unknown,no
CLIENT1225,blue-collar,married,secondary,no,yes,no,cellular,may,failure,no
CLIENT1226,admin.,divorced,secondary,yes,yes,yes,cellular,may,other,no
CLIENT1227,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,no
CLIENT1228,admin.,married,secondary,no,yes,no,cellular,nov,unknown,no
CLIENT1229,blue-collar,single,primary,no,yes,no,unknown,may,unknown,no
CLIENT1230,retired,divorced,secondary,no,no,no,cellular,dec,unknown,yes
CLIENT1231,services,divorced,secondary,no,yes,no,cellular,feb,unknown,no
CLIENT1232,technician,single,secondary,no,yes,no,unknown,jun,unknown,no
