ID,school,sex,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,label
STUDENT148,GP,F,R,GT3,T,low,low,other,other,course,mother,high,low,low,no,no,no,yes,yes,yes,yes,yes,excellent,excellent,excellent,very_bad,very_bad,very_bad,one_to_three,F
STUDENT149,GP,M,U,GT3,T,high,mid,teacher,services,course,father,medium,very_high,none,yes,yes,no,no,yes,yes,yes,no,bad,bad,bad,very_bad,very_bad,mediocre,four_to_six,D
STUDENT150,GP,F,U,GT3,A,mid,mid,services,services,home,mother,low,medium,none,no,no,no,no,no,yes,no,yes,very_bad,mediocre,bad,bad,mediocre,very_bad,more_than_ten,F
STUDENT151,GP,M,U,GT3,T,high,high,services,services,course,mother,low,high,none,no,yes,no,yes,yes,yes,yes,no,excellent,mediocre,mediocre,very_bad,mediocre,excellent,none,C
STUDENT152,GP,M,U,LE3,T,mid,mid,services,services,reputation,father,medium,low,none,no,yes,no,yes,yes,yes,yes,no,bad,mediocre,mediocre,bad,bad,bad,four_to_six,D
STUDENT153,GP,F,U,GT3,T,high,high,teacher,services,course,mother,low,high,none,no,yes,no,yes,yes,yes,yes,no,good,bad,bad,very_bad,very_bad,excellent,one_to_three,C
STUDENT154,GP,F,U,LE3,T,low,low,at_home,at_home,course,mother,low,low,none,no,no,no,no,yes,yes,yes,no,mediocre,good,good,mediocre,mediocre,very_bad,four_to_six,D
STUDENT155,GP,M,U,GT3,T,mid,low,other,other,home,mother,low,low,none,no,yes,no,no,yes,yes,yes,no,excellent,good,excellent,very_bad,bad,excellent,more_than_ten,F
STUDENT156,GP,F,U,GT3,T,low,low,other,services,course,father,low,medium,none,no,yes,no,no,yes,yes,yes,no,good,good,bad,very_bad,bad,excellent,none,C
STUDENT157,GP,F,U,LE3,A,mid,low,at_home,other,home,mother,medium,low,none,no,yes,no,yes,yes,no,yes,yes,good,good,bad,very_bad,very_bad,excellent,none,D
STUDENT158,GP,F,U,GT3,T,mid,mid,health,services,home,father,low,medium,low,no,yes,no,no,yes,yes,yes,no,mediocre,mediocre,bad,very_bad,very_bad,mediocre,one_to_three,D
STUDENT159,GP,F,U,GT3,T,low,mid,at_home,other,course,mother,low,medium,none,no,yes,no,no,no,yes,yes,no,good,mediocre,bad,very_bad,very_bad,excellent,four_to_six,C
STUDENT160,GP,F,U,GT3,T,low,mid,at_home,services,course,father,low,medium,none,no,no,no,no,no,yes,no,yes,bad,mediocre,good,bad,good,very_bad,four_to_six,D
STUDENT161,GP,M,U,GT3,T,high,high,teacher,teacher,course,mother,low,low,none,no,yes,no,no,yes,no,yes,yes,mediocre,mediocre,bad,bad,very_bad,excellent,more_than_ten,F
STUDENT162,GP,M,U,LE3,A,mid,low,services,other,course,mother,very_high,low,none,no,no,no,no,yes,yes,yes,no,good,excellent,excellent,bad,excellent,excellent,none,D
STUDENT163,GP,M,U,LE3,T,low,low,other,other,course,mother,low,low,medium,no,no,no,no,yes,no,yes,yes,bad,mediocre,excellent,bad,excellent,good,none,F
STUDENT164,GP,M,U,LE3,T,mid,low,at_home,other,course,mother,low,low,low,no,no,no,yes,yes,yes,no,yes,good,good,good,mediocre,excellent,excellent,four_to_six,D
STUDENT165,GP,F,R,GT3,T,mid,mid,services,services,reputation,other,medium,high,none,no,yes,yes,yes,yes,yes,yes,yes,good,bad,very_bad,bad,mediocre,mediocre,one_to_three,C
STUDENT166,GP,M,U,GT3,T,mid,mid,services,at_home,home,mother,low,low,none,no,yes,no,no,yes,no,yes,yes,good,excellent,good,very_bad,very_bad,good,four_to_six,D
STUDENT167,GP,F,U,GT3,T,high,high,other,teacher,course,mother,low,low,none,yes,yes,no,no,yes,yes,no,yes,good,bad,very_bad,very_bad,very_bad,good,none,C
STUDENT168,GP,M,R,GT3,T,mid,mid,at_home,services,course,mother,low,medium,none,yes,no,yes,yes,yes,yes,no,no,good,good,good,very_bad,very_bad,very_bad,none,F
STUDENT169,GP,M,R,LE3,T,low,mid,other,other,reputation,mother,low,low,high,no,no,no,no,yes,yes,no,no,bad,bad,bad,mediocre,mediocre,excellent,more_than_ten,D
STUDENT170,GP,F,R,GT3,T,low,low,at_home,other,course,mother,high,low,high,no,yes,no,yes,no,yes,no,no,excellent,bad,excellent,very_bad,excellent,good,four_to_six,D
STUDENT171,GP,M,R,GT3,T,mid,mid,at_home,other,course,mother,high,low,none,no,no,no,no,no,yes,no,no,good,bad,bad,very_bad,bad,mediocre,four_to_six,D
STUDENT172,GP,M,U,GT3,T,mid,mid,other,services,course,father,low,medium,low,no,yes,no,no,yes,yes,yes,yes,good,excellent,excellent,good,good,excellent,none,F
STUDENT173,GP,M,U,LE3,T,low,mid,health,services,course,mother,medium,low,medium,no,no,no,no,no,yes,yes,no,good,good,excellent,mediocre,excellent,excellent,none,D
STUDENT174,GP,M,R,LE3,T,mid,low,at_home,other,course,mother,medium,low,low,no,no,yes,yes,yes,no,yes,yes,mediocre,mediocre,bad,bad,bad,excellent,more_than_ten,F
STUDENT175,GP,M,R,GT3,T,mid,mid,other,other,course,mother,medium,medium,medium,yes,yes,no,no,yes,yes,yes,yes,good,good,good,very_bad,good,mediocre,four_to_six,F
STUDENT176,GP,M,U,LE3,T,low,mid,other,other,course,mother,medium,low,none,no,no,no,yes,yes,yes,no,no,good,good,good,bad,good,excellent,one_to_three,D
STUDENT177,GP,M,U,GT3,T,low,mid,at_home,services,course,father,low,low,low,no,no,no,no,yes,no,yes,no,excellent,mediocre,mediocre,very_bad,good,bad,one_to_three,F
STUDENT178,GP,M,R,LE3,T,low,low,other,services,course,mother,very_high,medium,none,no,no,no,yes,yes,no,no,yes,excellent,mediocre,excellent,very_bad,excellent,excellent,none,F
STUDENT179,GP,M,U,GT3,T,mid,mid,services,services,course,mother,medium,low,high,no,yes,no,yes,no,no,no,no,good,excellent,bad,very_bad,very_bad,bad,more_than_ten,F
STUDENT180,GP,M,U,GT3,T,mid,mid,other,other,course,father,low,medium,none,no,no,no,no,yes,no,yes,no,good,mediocre,excellent,bad,good,good,none,D
STUDENT181,GP,F,U,GT3,T,high,mid,health,services,home,father,low,medium,none,no,no,no,no,yes,yes,yes,yes,good,bad,mediocre,very_bad,very_bad,mediocre,none,A+
STUDENT182,GP,F,U,GT3,T,mid,mid,other,other,home,mother,low,medium,none,no,yes,no,no,no,yes,yes,no,excellent,very_bad,excellent,very_bad,very_bad,good,none,C
STUDENT183,GP,F,U,GT3,T,high,high,health,health,reputation,mother,low,medium,none,no,yes,no,no,yes,yes,yes,yes,good,good,bad,very_bad,very_bad,mediocre,none,A
STUDENT184,GP,M,U,GT3,T,mid,high,other,other,course,father,high,low,low,no,yes,no,yes,no,yes,yes,no,mediocre,good,excellent,bad,good,bad,four_to_six,D
STUDENT185,GP,M,U,GT3,T,low,none,other,other,reputation,mother,medium,medium,none,no,yes,no,yes,yes,yes,yes,yes,good,mediocre,bad,very_bad,very_bad,mediocre,none,A+
STUDENT186,GP,M,U,LE3,T,high,high,teacher,other,reputation,mother,low,medium,none,no,yes,no,yes,yes,yes,yes,no,good,good,good,very_bad,mediocre,excellent,none,D
STUDENT187,GP,F,U,GT3,T,low,mid,at_home,services,home,mother,low,medium,none,no,no,no,yes,no,yes,yes,yes,good,mediocre,excellent,very_bad,very_bad,mediocre,none,C
STUDENT188,GP,F,U,LE3,T,mid,mid,other,other,reputation,mother,medium,medium,none,no,yes,no,yes,yes,yes,yes,no,good,good,excellent,very_bad,very_bad,good,none,B
STUDENT189,GP,M,U,LE3,T,high,mid,teacher,other,course,mother,medium,medium,none,no,no,no,yes,yes,yes,yes,no,good,good,good,good,good,good,none,D
STUDENT190,GP,F,U,GT3,T,mid,mid,services,other,reputation,mother,medium,medium,none,no,no,no,yes,no,yes,yes,no,mediocre,good,good,very_bad,good,excellent,none,B
STUDENT191,GP,M,U,GT3,T,mid,mid,other,other,reputation,father,low,medium,none,no,no,no,yes,no,yes,yes,no,good,mediocre,good,very_bad,good,good,four_to_six,D
STUDENT192,GP,M,R,GT3,T,high,mid,teacher,services,other,mother,low,low,none,no,yes,no,yes,yes,yes,yes,yes,good,mediocre,mediocre,mediocre,good,mediocre,more_than_ten,D
STUDENT193,GP,M,U,GT3,T,high,mid,other,other,course,mother,low,medium,none,no,yes,yes,yes,yes,yes,yes,yes,excellent,bad,mediocre,very_bad,very_bad,bad,four_to_six,C
STUDENT194,GP,M,U,GT3,T,high,mid,teacher,other,home,mother,low,medium,none,no,yes,yes,yes,yes,yes,yes,no,mediocre,good,mediocre,bad,mediocre,mediocre,four_to_six,D
STUDENT195,GP,M,U,GT3,T,mid,mid,services,other,home,mother,low,medium,none,no,no,no,yes,yes,yes,yes,yes,good,bad,mediocre,very_bad,bad,mediocre,none,C
STUDENT196,GP,F,U,GT3,T,mid,high,services,services,reputation,father,low,medium,none,no,yes,no,yes,yes,yes,no,no,excellent,good,bad,bad,mediocre,excellent,none,A
STUDENT197,GP,F,U,LE3,T,mid,mid,other,other,reputation,mother,low,medium,none,no,yes,no,yes,yes,yes,yes,yes,excellent,mediocre,mediocre,bad,mediocre,very_bad,more_than_ten,B
STUDENT198,GP,F,U,GT3,T,mid,mid,other,other,reputation,mother,low,medium,none,no,yes,no,no,yes,yes,yes,no,very_bad,bad,bad,very_bad,bad,very_bad,more_than_ten,A
STUDENT199,GP,M,U,GT3,T,mid,mid,services,services,other,mother,low,medium,none,no,yes,no,yes,yes,yes,yes,yes,good,mediocre,good,bad,mediocre,good,four_to_six,B
STUDENT200,GP,M,U,GT3,T,low,mid,services,services,other,mother,low,low,none,no,yes,no,yes,yes,yes,yes,yes,mediocre,mediocre,mediocre,very_bad,bad,mediocre,none,D
STUDENT201,GP,M,U,LE3,T,mid,low,other,other,course,mother,low,medium,none,no,no,no,yes,yes,yes,yes,yes,good,bad,mediocre,very_bad,bad,excellent,none,A
STUDENT202,GP,F,U,GT3,A,mid,mid,health,other,reputation,mother,low,medium,none,no,yes,no,no,no,yes,yes,yes,mediocre,mediocre,mediocre,very_bad,mediocre,mediocre,more_than_ten,B
STUDENT203,GP,M,R,GT3,T,low,mid,at_home,other,home,mother,low,medium,none,no,no,no,no,yes,yes,no,no,mediocre,very_bad,mediocre,very_bad,excellent,mediocre,four_to_six,D
STUDENT204,GP,F,U,GT3,T,mid,mid,services,services,course,mother,low,medium,none,no,no,no,no,yes,yes,yes,no,good,mediocre,mediocre,very_bad,very_bad,bad,four_to_six,C
STUDENT205,GP,F,U,GT3,T,low,low,at_home,services,course,mother,low,medium,none,no,no,no,yes,yes,yes,yes,no,excellent,mediocre,mediocre,very_bad,very_bad,mediocre,none,C
STUDENT206,GP,M,U,GT3,T,low,mid,at_home,services,other,other,medium,medium,none,no,no,no,yes,no,yes,yes,no,good,good,good,good,excellent,excellent,more_than_ten,C
STUDENT207,GP,M,R,GT3,T,mid,mid,services,services,reputation,mother,low,low,none,no,yes,no,yes,yes,yes,yes,no,good,mediocre,bad,mediocre,good,excellent,none,D
STUDENT208,GP,M,U,GT3,T,mid,mid,other,other,home,father,medium,low,none,no,no,no,no,yes,yes,yes,no,excellent,mediocre,mediocre,very_bad,very_bad,mediocre,none,C
STUDENT209,GP,F,U,LE3,T,mid,high,services,services,course,father,low,medium,none,no,no,no,yes,yes,yes,yes,yes,good,mediocre,bad,very_bad,very_bad,excellent,more_than_ten,A
STUDENT210,GP,M,U,GT3,T,high,high,services,teacher,home,mother,low,low,none,no,no,no,no,yes,yes,yes,no,excellent,bad,mediocre,very_bad,bad,excellent,four_to_six,B
STUDENT211,GP,M,R,LE3,T,mid,mid,teacher,other,home,father,high,low,none,no,yes,no,yes,yes,yes,yes,no,mediocre,mediocre,good,mediocre,excellent,mediocre,more_than_ten,C
STUDENT212,GP,F,U,GT3,T,high,high,services,teacher,home,mother,medium,low,low,no,yes,no,no,yes,yes,yes,no,good,bad,good,bad,mediocre,bad,more_than_ten,A
STUDENT213,GP,F,U,LE3,T,high,high,teacher,teacher,reputation,mother,low,medium,none,no,yes,no,no,yes,yes,yes,no,good,excellent,bad,very_bad,bad,mediocre,none,D
STUDENT214,GP,F,U,GT3,T,high,mid,health,other,home,mother,low,medium,none,no,yes,no,yes,yes,yes,yes,no,good,mediocre,excellent,very_bad,excellent,bad,one_to_three,B
STUDENT215,GP,F,U,GT3,T,mid,mid,other,other,reputation,mother,low,medium,none,yes,yes,no,yes,yes,yes,no,no,good,good,mediocre,very_bad,mediocre,good,four_to_six,C
STUDENT216,GP,F,U,GT3,T,low,low,other,other,course,mother,low,medium,none,no,yes,no,no,no,yes,no,no,good,good,good,very_bad,mediocre,very_bad,none,B
STUDENT217,GP,F,R,GT3,T,mid,mid,other,other,reputation,mother,low,low,none,no,yes,no,no,yes,yes,yes,no,excellent,mediocre,bad,very_bad,bad,mediocre,more_than_ten,C
STUDENT218,GP,F,R,GT3,T,mid,mid,services,services,reputation,mother,medium,very_high,none,no,yes,no,yes,no,yes,yes,no,excellent,mediocre,excellent,very_bad,very_bad,excellent,four_to_six,C
STUDENT219,GP,F,U,GT3,T,mid,high,at_home,services,home,mother,low,high,low,no,yes,yes,no,yes,yes,yes,yes,good,good,mediocre,mediocre,good,excellent,more_than_ten,F
STUDENT220,GP,F,U,GT3,A,mid,low,services,other,course,mother,low,medium,none,no,yes,no,no,yes,yes,yes,no,bad,mediocre,mediocre,bad,bad,good,one_to_three,C
STUDENT221,GP,F,U,GT3,T,high,mid,teacher,other,other,mother,low,medium,none,no,no,no,yes,yes,yes,yes,yes,very_bad,mediocre,bad,very_bad,very_bad,very_bad,four_to_six,B
STUDENT222,GP,F,U,GT3,T,low,low,at_home,other,home,mother,medium,low,none,no,yes,no,no,yes,yes,no,no,good,mediocre,bad,very_bad,good,excellent,one_to_three,C
STUDENT223,GP,F,R,GT3,T,high,mid,teacher,other,reputation,mother,medium,high,none,no,yes,no,yes,yes,yes,yes,yes,good,good,bad,very_bad,very_bad,good,none,C
STUDENT224,GP,F,U,GT3,T,mid,mid,other,other,reputation,other,low,very_high,none,no,yes,no,yes,yes,yes,yes,no,good,mediocre,mediocre,very_bad,bad,mediocre,four_to_six,C
STUDENT225,GP,M,U,LE3,T,high,high,services,other,home,mother,low,medium,none,no,yes,no,no,yes,yes,yes,yes,excellent,mediocre,excellent,good,excellent,mediocre,more_than_ten,C
STUDENT226,GP,F,U,GT3,A,mid,mid,other,other,reputation,mother,low,medium,none,yes,yes,no,no,yes,yes,yes,no,mediocre,mediocre,good,very_bad,very_bad,good,none,C
STUDENT227,GP,M,U,GT3,T,mid,mid,services,other,home,mother,low,medium,none,no,yes,no,yes,yes,yes,yes,no,good,good,good,bad,good,excellent,more_than_ten,D
STUDENT228,GP,F,R,LE3,T,high,high,services,other,other,mother,low,low,none,no,yes,no,no,yes,yes,no,no,excellent,bad,very_bad,very_bad,bad,mediocre,four_to_six,D
STUDENT229,GP,F,U,LE3,T,mid,mid,other,other,reputation,mother,medium,medium,none,no,no,no,no,yes,yes,yes,no,good,good,good,very_bad,mediocre,very_bad,one_to_three,B
STUDENT230,GP,F,U,GT3,T,high,mid,other,other,reputation,mother,low,medium,none,no,no,no,no,yes,yes,yes,yes,mediocre,good,excellent,bad,good,very_bad,more_than_ten,D
STUDENT231,GP,M,U,LE3,T,mid,mid,services,health,home,father,low,medium,none,no,yes,no,no,yes,yes,yes,no,mediocre,bad,good,bad,good,good,more_than_ten,D
STUDENT232,GP,F,U,GT3,T,mid,mid,at_home,other,home,father,medium,low,none,no,yes,no,no,yes,yes,no,no,mediocre,mediocre,mediocre,very_bad,good,mediocre,four_to_six,C
STUDENT233,GP,F,U,GT3,T,mid,mid,at_home,at_home,course,mother,low,high,none,no,yes,no,yes,yes,yes,yes,no,good,mediocre,mediocre,very_bad,very_bad,good,none,C
STUDENT234,GP,F,R,GT3,T,mid,low,at_home,services,reputation,mother,medium,medium,none,no,yes,no,yes,yes,yes,yes,no,good,bad,excellent,very_bad,bad,excellent,none,D
STUDENT235,GP,F,U,GT3,T,low,low,at_home,other,reputation,mother,low,high,none,no,yes,no,yes,yes,yes,no,yes,good,mediocre,good,very_bad,very_bad,excellent,more_than_ten,C
STUDENT236,GP,F,U,GT3,T,mid,mid,services,teacher,other,mother,low,medium,none,yes,no,no,no,yes,yes,yes,no,bad,mediocre,very_bad,very_bad,very_bad,mediocre,none,B
STUDENT237,GP,M,U,GT3,T,mid,mid,other,other,home,mother,medium,medium,high,no,yes,yes,no,yes,yes,yes,no,mediocre,mediocre,mediocre,excellent,excellent,good,more_than_ten,D
STUDENT238,GP,F,U,GT3,T,high,high,teacher,services,home,mother,low,high,none,no,yes,no,yes,no,yes,yes,no,excellent,mediocre,bad,very_bad,very_bad,excellent,four_to_six,A
STUDENT239,GP,F,R,GT3,T,mid,low,other,other,reputation,mother,low,medium,none,no,no,no,yes,yes,yes,yes,yes,excellent,mediocre,mediocre,very_bad,very_bad,good,four_to_six,F
STUDENT240,GP,F,U,GT3,T,mid,mid,other,other,course,mother,low,medium,none,no,no,no,yes,no,yes,yes,no,excellent,mediocre,good,very_bad,mediocre,mediocre,one_to_three,A
STUDENT241,GP,M,U,LE3,T,mid,mid,services,services,reputation,father,low,medium,none,no,yes,no,no,no,yes,yes,no,excellent,mediocre,mediocre,very_bad,mediocre,mediocre,none,D
STUDENT242,GP,M,U,LE3,T,mid,low,at_home,other,course,mother,very_high,medium,none,yes,yes,no,yes,yes,yes,yes,yes,good,mediocre,bad,good,excellent,mediocre,one_to_three,D
STUDENT243,GP,F,U,GT3,A,mid,low,other,other,course,mother,medium,high,none,no,no,no,yes,yes,yes,yes,yes,mediocre,bad,mediocre,very_bad,bad,mediocre,none,A
STUDENT244,GP,F,U,LE3,T,high,mid,health,other,reputation,father,low,medium,none,no,no,no,yes,yes,yes,yes,yes,mediocre,bad,mediocre,very_bad,bad,mediocre,none,C
STUDENT245,GP,M,R,GT3,T,mid,mid,other,other,course,father,medium,medium,none,no,yes,no,yes,yes,yes,yes,no,good,excellent,bad,very_bad,very_bad,very_bad,none,C
STUDENT246,GP,M,U,GT3,T,high,high,teacher,teacher,reputation,mother,low,medium,none,yes,yes,no,yes,yes,yes,yes,yes,good,excellent,excellent,very_bad,mediocre,bad,none,C
STUDENT247,GP,M,U,GT3,T,high,high,health,other,reputation,father,low,medium,none,no,yes,no,yes,yes,yes,yes,no,good,bad,good,bad,good,very_bad,none,B
STUDENT248,GP,M,U,LE3,T,low,low,other,other,home,mother,medium,medium,none,no,yes,no,no,yes,yes,yes,no,mediocre,good,bad,very_bad,very_bad,excellent,one_to_three,F
STUDENT249,GP,M,U,GT3,T,mid,mid,at_home,other,reputation,mother,medium,high,none,no,no,no,yes,yes,yes,yes,yes,excellent,mediocre,mediocre,very_bad,mediocre,bad,none,C
STUDENT250,GP,M,U,LE3,T,mid,mid,other,other,home,father,low,medium,none,no,no,no,yes,no,yes,yes,yes,good,good,bad,excellent,excellent,good,none,A
STUDENT251,GP,F,U,GT3,T,mid,low,other,other,home,mother,low,low,none,no,no,no,no,yes,yes,yes,yes,good,excellent,bad,very_bad,very_bad,excellent,four_to_six,D
STUDENT252,GP,F,U,GT3,A,high,low,other,other,home,mother,low,medium,none,no,no,no,yes,yes,yes,yes,yes,excellent,mediocre,mediocre,very_bad,bad,excellent,none,C
STUDENT253,GP,F,U,LE3,A,mid,high,services,other,course,mother,medium,medium,low,no,yes,no,no,yes,yes,yes,no,good,mediocre,mediocre,very_bad,very_bad,mediocre,more_than_ten,D
STUDENT254,GP,F,U,LE3,T,mid,mid,at_home,services,course,mother,low,medium,low,no,yes,no,no,no,yes,yes,yes,excellent,mediocre,very_bad,very_bad,very_bad,excellent,more_than_ten,D
STUDENT255,GP,F,U,GT3,T,mid,mid,other,other,course,mother,medium,low,low,no,no,no,no,yes,no,yes,no,good,very_bad,very_bad,very_bad,very_bad,mediocre,more_than_ten,F
STUDENT256,GP,M,U,GT3,T,mid,mid,other,at_home,course,other,low,low,low,no,yes,no,yes,no,no,yes,yes,good,good,mediocre,bad,bad,very_bad,more_than_ten,F
STUDENT257,GP,M,U,GT3,T,high,high,teacher,teacher,course,mother,low,low,none,no,yes,no,yes,no,yes,yes,no,good,bad,very_bad,very_bad,bad,excellent,four_to_six,F
STUDENT258,GP,F,U,GT3,T,mid,mid,other,other,course,father,low,medium,none,no,no,no,yes,yes,yes,no,no,excellent,good,bad,very_bad,very_bad,mediocre,four_to_six,B
STUDENT259,GP,F,U,LE3,T,low,low,at_home,at_home,course,mother,low,high,none,no,yes,no,yes,yes,yes,yes,yes,good,mediocre,bad,very_bad,bad,good,more_than_ten,D
STUDENT260,GP,F,U,GT3,T,low,mid,other,other,course,mother,low,low,none,no,no,no,no,yes,no,yes,no,excellent,mediocre,excellent,very_bad,bad,excellent,four_to_six,D
STUDENT261,GP,F,R,GT3,T,mid,low,at_home,services,course,mother,high,medium,none,no,no,no,yes,yes,yes,no,no,bad,very_bad,very_bad,very_bad,very_bad,mediocre,one_to_three,C
STUDENT262,GP,F,R,LE3,A,low,high,other,other,course,other,very_high,low,low,no,yes,no,no,yes,yes,yes,no,excellent,excellent,good,very_bad,very_bad,excellent,more_than_ten,F
STUDENT263,GP,M,U,GT3,T,mid,mid,other,services,reputation,father,low,medium,none,no,no,no,no,yes,no,yes,no,excellent,excellent,good,mediocre,excellent,bad,more_than_ten,F
STUDENT264,GP,F,U,LE3,A,mid,mid,other,other,home,mother,low,low,low,no,yes,no,no,no,no,yes,no,mediocre,very_bad,bad,very_bad,very_bad,very_bad,more_than_ten,D
STUDENT265,GP,F,R,LE3,T,low,low,at_home,other,course,mother,medium,high,none,no,no,no,yes,yes,yes,yes,no,good,mediocre,mediocre,very_bad,mediocre,excellent,four_to_six,B
STUDENT266,GP,F,U,LE3,A,high,mid,teacher,other,course,mother,low,medium,none,no,yes,no,yes,yes,yes,no,no,good,mediocre,bad,very_bad,very_bad,good,four_to_six,B
STUDENT267,GP,M,U,LE3,T,high,mid,health,other,course,mother,medium,medium,none,no,no,no,yes,yes,yes,yes,yes,bad,excellent,excellent,very_bad,good,excellent,more_than_ten,B
STUDENT268,GP,M,R,LE3,A,high,high,teacher,other,course,mother,medium,medium,none,no,yes,no,no,yes,yes,yes,no,mediocre,mediocre,mediocre,bad,mediocre,good,none,C
STUDENT269,GP,M,U,LE3,T,high,mid,teacher,other,course,mother,low,low,none,no,no,no,yes,no,yes,yes,no,excellent,good,excellent,very_bad,very_bad,mediocre,more_than_ten,B
STUDENT270,GP,M,U,GT3,T,high,high,services,services,course,mother,low,low,none,no,no,yes,yes,yes,yes,yes,no,excellent,mediocre,bad,very_bad,bad,excellent,four_to_six,B
STUDENT271,GP,F,U,GT3,T,high,high,teacher,services,course,mother,low,medium,none,no,yes,yes,no,yes,yes,yes,yes,excellent,mediocre,very_bad,very_bad,good,excellent,one_to_three,C
STUDENT272,GP,M,R,GT3,T,low,low,other,other,home,father,medium,high,none,no,no,no,no,no,yes,yes,yes,good,mediocre,mediocre,very_bad,very_bad,very_bad,one_to_three,B
STUDENT273,GP,F,U,GT3,T,mid,mid,services,other,home,mother,medium,high,none,no,yes,no,no,yes,yes,yes,yes,good,bad,bad,bad,mediocre,excellent,more_than_ten,D
STUDENT274,GP,F,U,GT3,T,low,low,at_home,other,course,mother,low,medium,none,yes,no,no,no,no,yes,no,yes,good,mediocre,bad,very_bad,very_bad,good,more_than_ten,D
STUDENT275,GP,F,U,GT3,T,mid,low,other,other,course,other,medium,high,none,no,yes,no,no,no,yes,yes,yes,good,good,good,very_bad,very_bad,mediocre,more_than_ten,D
STUDENT276,GP,M,U,GT3,T,mid,low,other,other,course,mother,high,low,none,no,no,no,no,yes,yes,yes,no,good,mediocre,mediocre,very_bad,very_bad,good,more_than_ten,A
STUDENT277,GP,F,U,GT3,T,low,low,other,services,course,father,low,medium,none,no,yes,no,no,yes,yes,no,no,good,mediocre,good,very_bad,bad,excellent,four_to_six,D
STUDENT278,GP,M,U,GT3,T,mid,mid,other,other,course,father,medium,low,none,no,no,no,no,yes,yes,yes,no,excellent,bad,bad,very_bad,very_bad,bad,one_to_three,C
STUDENT279,GP,M,U,GT3,T,mid,low,services,services,other,mother,low,low,high,no,no,no,no,no,no,yes,yes,excellent,good,excellent,excellent,excellent,very_bad,more_than_ten,F
STUDENT280,GP,M,R,LE3,T,mid,mid,other,services,course,mother,low,medium,none,no,yes,no,no,yes,yes,yes,yes,good,mediocre,mediocre,very_bad,mediocre,excellent,more_than_ten,D
STUDENT281,GP,M,U,GT3,T,none,mid,other,other,other,mother,low,low,none,no,no,no,no,no,yes,yes,no,good,mediocre,bad,bad,good,excellent,none,D
STUDENT282,GP,M,U,GT3,T,mid,mid,services,other,course,mother,medium,low,none,no,no,no,no,yes,no,yes,no,good,good,excellent,bad,good,excellent,more_than_ten,F
STUDENT283,GP,M,U,GT3,T,mid,mid,at_home,other,reputation,other,high,medium,low,yes,yes,no,no,no,yes,yes,no,excellent,mediocre,mediocre,very_bad,mediocre,bad,four_to_six,D
STUDENT284,GP,M,U,GT3,T,mid,low,services,services,other,mother,low,low,medium,no,no,no,no,no,no,yes,no,mediocre,bad,excellent,bad,excellent,excellent,four_to_six,F
STUDENT285,GP,M,R,GT3,T,mid,low,other,other,course,mother,medium,low,none,no,no,no,yes,no,yes,no,no,mediocre,mediocre,bad,very_bad,mediocre,mediocre,one_to_three,C
STUDENT286,GP,M,R,GT3,T,mid,low,other,other,course,mother,low,low,none,no,no,no,no,no,yes,yes,no,good,good,bad,bad,good,excellent,none,C
STUDENT287,GP,M,U,LE3,T,low,low,health,other,course,mother,medium,low,low,no,yes,no,yes,yes,yes,yes,no,good,good,good,very_bad,bad,excellent,none,D
STUDENT288,GP,F,U,LE3,A,mid,low,other,other,course,mother,low,medium,none,no,yes,no,no,no,yes,yes,yes,good,mediocre,good,very_bad,mediocre,excellent,one_to_three,C
STUDENT289,GP,F,U,LE3,T,high,mid,teacher,services,reputation,mother,low,very_high,none,no,yes,no,yes,yes,yes,yes,no,good,bad,mediocre,very_bad,very_bad,good,one_to_three,A
STUDENT290,GP,F,U,GT3,T,mid,mid,services,services,home,mother,low,medium,none,no,yes,no,no,yes,yes,yes,no,good,mediocre,mediocre,very_bad,very_bad,excellent,none,D
STUDENT291,GP,M,U,LE3,T,mid,low,services,other,course,mother,high,medium,low,no,no,no,yes,no,no,yes,no,good,good,excellent,good,good,excellent,four_to_six,D
STUDENT292,GP,F,R,GT3,T,high,mid,other,other,course,mother,low,high,none,no,yes,no,yes,yes,yes,yes,no,good,mediocre,good,very_bad,mediocre,excellent,one_to_three,B
STUDENT293,GP,F,U,LE3,T,low,low,other,at_home,home,mother,low,high,none,no,yes,no,no,no,yes,no,no,good,good,mediocre,bad,mediocre,mediocre,four_to_six,B
STUDENT294,GP,F,R,GT3,T,mid,mid,other,other,home,mother,low,medium,none,yes,no,no,no,yes,yes,no,no,mediocre,bad,mediocre,very_bad,very_bad,excellent,four_to_six,C
STUDENT295,GP,M,U,LE3,A,high,mid,services,at_home,reputation,mother,low,medium,none,no,yes,no,no,yes,yes,yes,no,good,mediocre,very_bad,very_bad,very_bad,very_bad,four_to_six,B
STUDENT296,GP,M,U,GT3,T,mid,low,other,other,home,mother,low,medium,none,no,no,no,yes,yes,yes,yes,no,excellent,bad,good,very_bad,bad,good,one_to_three,A
STUDENT297,GP,M,R,GT3,T,mid,mid,other,services,other,mother,medium,low,none,no,no,no,no,no,no,no,no,excellent,bad,bad,very_bad,very_bad,good,none,D
